,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,K_Means,Churn
217,4.0,1,0,13.0,1,0,2.0,3.0,0,1,2,2.0,1,14.0,2.0,4.0,10.0,171.43,0,0
218,2.0,1,2,16.0,3,0,2.0,4.0,2,3,1,2.0,1,14.0,0.0,1.0,7.0,182.68,3,0
219,8.0,1,0,11.0,0,1,3.0,3.0,0,3,2,1.0,0,13.0,0.0,1.0,13.0,180.95,3,0
220,10.0,1,0,32.0,2,1,3.0,3.0,3,1,1,2.0,0,12.0,1.0,1.0,2.0,129.04,3,0
221,14.0,1,0,12.0,1,1,3.0,4.0,2,3,2,7.0,1,15.0,1.0,1.0,2.0,160.32,1,0
222,20.0,0,2,10.0,1,1,3.0,3.0,2,2,2,4.0,0,19.0,0.0,1.0,0.0,129.76,3,0
223,15.0,1,0,29.0,2,0,2.0,3.0,1,1,2,3.0,0,14.0,0.0,2.0,0.0,259.92,2,0
224,2.0,0,2,8.0,2,1,3.0,3.0,2,2,0,2.0,0,14.0,1.0,1.0,2.0,146.49,3,0
225,15.0,1,1,8.0,0,1,3.0,3.0,3,2,1,1.0,1,11.0,1.0,1.0,0.0,126.96000000000001,3,0
226,5.0,1,0,14.0,1,0,3.0,3.0,3,3,0,2.0,0,13.0,0.0,1.0,7.0,123.69999999999999,3,0
227,21.0,1,2,35.0,1,0,3.0,3.0,0,2,0,4.0,0,21.0,0.0,1.0,3.0,225.04000000000002,2,0
228,10.0,1,0,12.0,1,1,2.0,2.0,2,4,1,5.0,1,13.0,2.0,6.0,7.0,159.74,0,0
229,3.0,0,2,31.0,0,0,2.0,3.0,2,2,0,8.0,1,12.0,1.0,2.0,2.0,147.36,3,0
230,10.0,1,2,6.0,2,1,2.0,3.0,2,2,0,2.0,0,17.0,2.0,6.0,7.0,152.96,0,0
231,15.0,1,0,8.0,4,1,3.0,4.0,2,1,2,4.0,0,23.0,0.0,1.0,0.0,167.81,3,0
232,10.0,0,2,6.0,0,0,2.0,4.0,3,3,2,2.0,1,11.0,1.0,1.0,2.0,121.74000000000001,3,1
233,9.0,0,2,6.0,1,0,2.0,3.0,2,1,2,5.0,0,15.0,1.0,1.0,0.0,166.53,3,0
234,9.0,0,2,9.0,1,1,2.0,4.0,0,1,0,5.0,0,11.0,0.0,1.0,12.0,196.99,2,0
235,30.0,1,0,6.0,1,1,2.0,3.0,2,2,0,3.0,0,11.0,1.0,1.0,2.0,167.55,3,0
236,10.0,1,0,16.0,2,0,2.0,2.0,3,2,0,4.0,1,13.0,0.0,1.0,7.0,122.13,3,0
237,10.0,0,2,14.0,1,1,2.0,3.0,3,1,2,2.0,0,24.0,0.0,2.0,2.0,126.1,3,0
238,10.0,1,2,11.0,3,0,3.0,3.0,3,2,2,2.0,1,13.0,1.0,1.0,0.0,128.51,3,1
239,10.0,1,0,16.0,1,0,3.0,3.0,3,4,0,7.0,0,20.0,1.0,1.0,3.0,134.52,3,0
240,19.0,0,0,13.0,1,0,1.0,3.0,2,2,0,3.0,0,14.0,0.0,1.0,0.0,152.58,3,0
241,4.0,0,2,10.0,3,1,2.0,3.0,2,3,2,2.0,0,18.0,3.5,6.0,7.0,193.55,0,1
242,23.0,1,0,16.0,0,1,3.0,4.0,0,1,2,7.0,0,15.0,0.0,1.0,3.0,204.96,2,0
243,3.0,1,2,28.0,3,1,3.0,4.0,2,2,0,3.0,1,12.0,1.0,1.0,0.0,163.8,1,1
244,4.0,1,0,14.0,2,1,2.0,4.0,3,3,2,1.0,1,16.0,1.0,2.0,2.0,126.57,3,0
245,10.0,1,2,18.0,2,0,3.0,2.0,3,3,2,2.0,0,15.0,0.0,1.0,0.0,127.16,3,1
246,10.0,1,0,29.0,2,1,2.0,3.0,3,1,2,10.0,0,16.0,1.0,1.0,2.0,122.00999999999999,3,0
247,8.0,1,0,15.0,2,1,3.0,4.0,2,3,2,10.0,0,19.0,1.0,1.0,0.0,165.4,1,0
248,10.0,1,0,6.0,1,1,2.0,3.0,3,3,1,2.0,0,11.0,0.0,1.0,4.0,138.16,3,0
249,1.0,1,2,15.0,2,1,3.0,3.0,2,1,2,2.0,0,16.0,1.0,1.0,7.0,152.53,3,0
250,22.0,1,0,13.0,4,1,2.0,4.0,0,2,2,9.0,0,24.0,1.0,1.0,0.0,145.0,2,0
251,24.0,1,2,20.0,2,0,2.0,3.0,2,1,0,5.0,0,11.0,0.0,1.0,7.0,149.36,3,0
252,9.0,1,0,14.0,2,0,3.0,3.0,3,2,0,5.0,0,13.0,1.0,2.0,2.0,125.43,3,0
253,10.0,0,2,25.0,3,1,3.0,2.0,2,1,2,9.0,1,13.0,1.0,1.0,4.0,153.04,3,1
254,28.0,1,0,8.0,2,0,3.0,3.0,1,1,2,3.0,1,13.0,1.0,1.0,2.0,266.59,2,0
255,10.0,1,2,16.0,3,0,3.0,3.0,2,2,1,2.0,1,12.0,0.0,1.0,3.0,142.6,3,0
256,3.0,1,2,14.0,0,1,3.0,3.0,3,3,0,2.0,0,18.0,1.0,1.0,0.0,124.75999999999999,3,0
257,10.0,0,0,9.0,0,1,3.0,3.0,3,4,2,1.0,0,22.0,0.0,1.0,4.0,131.02,3,1
258,10.0,1,0,17.0,1,0,2.0,3.0,3,3,0,2.0,0,13.0,1.0,1.0,2.0,122.44,3,0
259,9.0,1,2,8.0,1,1,3.0,4.0,0,2,0,2.0,0,13.0,3.5,6.0,0.0,175.96,0,0
260,10.0,0,0,10.0,0,1,2.0,3.0,3,1,2,12.0,1,23.0,1.0,1.0,0.0,122.85,3,1
261,10.0,1,0,20.0,2,0,3.0,3.0,3,4,1,2.0,0,12.0,3.0,6.0,14.5,130.34,0,0
262,13.0,1,2,8.0,3,0,2.0,3.0,2,3,1,8.0,0,12.0,0.0,1.0,3.0,157.15,3,0
263,15.0,1,0,14.0,2,0,3.0,3.0,3,4,1,4.0,0,16.0,1.0,1.0,2.0,125.75999999999999,3,0
264,10.0,1,0,16.0,2,1,2.0,3.0,2,3,2,3.0,1,12.0,0.0,1.0,1.0,141.97,3,0
265,16.0,1,0,18.0,2,1,2.0,4.0,1,3,1,2.0,0,11.0,0.0,2.0,9.0,243.36,2,0
266,13.0,1,0,8.0,1,0,3.0,4.0,2,2,0,7.0,0,22.0,1.0,1.0,0.0,134.48,1,0
267,27.0,1,0,11.0,1,1,2.0,3.0,4,4,0,5.0,0,15.0,1.0,1.0,2.0,272.32625,2,0
268,7.0,0,2,10.0,3,0,3.0,3.0,2,2,0,10.0,0,15.0,1.0,1.0,2.0,165.38,3,0
269,4.0,1,0,13.0,1,0,2.0,3.0,2,4,0,2.0,0,12.0,3.0,3.0,12.0,143.06,0,0
270,10.0,0,0,27.0,1,1,3.0,3.0,3,1,0,8.0,0,20.0,0.0,1.0,2.0,122.58000000000001,3,0
271,16.0,1,0,14.0,4,0,3.0,3.0,2,2,1,5.0,1,14.0,0.0,1.0,2.0,145.22,3,0
272,10.0,1,2,10.0,2,0,2.0,4.0,2,1,2,2.0,1,11.0,0.0,1.0,3.0,144.87,3,0
273,10.0,0,0,31.0,1,0,3.0,3.0,2,2,0,4.0,1,15.0,3.0,6.0,7.0,144.49,0,0
274,10.0,1,0,6.0,2,1,3.0,4.0,3,4,0,2.0,0,12.0,0.0,3.0,2.0,122.18,3,0
275,12.0,0,0,6.0,2,1,2.0,3.0,4,2,1,2.0,1,14.0,0.0,1.0,6.0,272.32625,3,0
276,29.0,0,2,12.0,2,0,2.0,2.0,1,4,0,10.0,0,11.0,2.0,2.0,7.0,232.12,2,0
277,3.0,1,2,18.0,0,0,2.0,3.0,2,2,2,1.0,0,11.0,3.0,4.0,4.0,165.77,0,0
278,14.0,1,2,6.0,3,1,2.0,2.0,0,4,0,2.0,0,16.0,1.0,1.0,7.0,183.92,3,0
279,1.0,1,0,23.0,1,1,3.0,3.0,2,4,1,2.0,0,12.0,0.0,1.0,8.0,145.58,3,0
280,10.0,1,0,9.0,1,1,3.0,3.0,3,4,0,6.0,0,13.0,1.0,1.0,2.0,140.31,3,1
281,25.0,1,0,9.0,1,1,2.0,4.0,0,2,0,3.0,1,14.0,0.0,1.0,4.0,179.69,2,0
282,18.0,1,0,14.0,2,1,3.0,3.0,3,1,0,4.0,0,21.0,1.0,1.0,2.0,126.53999999999999,3,0
283,25.0,1,0,10.0,2,0,1.0,3.0,1,1,0,3.0,0,13.0,1.0,1.0,4.0,265.55,2,0
284,15.0,0,0,35.0,2,0,3.0,3.0,2,2,1,3.0,0,11.0,1.0,1.0,2.0,145.56,3,0
285,3.0,1,0,8.0,2,0,2.0,5.0,2,1,2,3.0,0,20.0,0.0,1.0,2.0,160.91,3,0
286,30.0,1,0,13.0,2,0,2.0,3.0,4,4,0,6.0,0,15.0,0.0,6.0,10.0,272.32625,2,0
287,19.0,1,0,24.0,1,0,2.0,3.0,2,2,1,3.0,0,14.0,0.0,1.0,8.0,148.1,3,0
288,15.0,0,0,34.0,0,0,2.0,4.0,2,1,0,1.0,0,11.0,0.0,1.0,4.0,145.23,3,0
289,10.0,1,2,6.0,0,0,3.0,3.0,3,3,2,2.0,1,16.0,1.0,1.0,4.0,132.02,3,1
290,10.0,0,2,14.0,3,0,2.0,5.0,3,2,1,1.0,0,16.0,1.0,1.0,0.0,123.50999999999999,3,1
291,10.0,0,0,8.0,2,1,2.0,3.0,3,1,0,2.0,1,23.0,1.0,1.0,0.0,117.02000000000001,3,0
292,13.0,1,2,8.0,2,0,3.0,3.0,4,2,0,1.0,0,14.0,1.0,1.0,12.0,272.32625,2,0
293,10.0,1,0,29.0,2,0,3.0,3.0,3,1,1,2.0,0,22.0,1.0,1.0,2.0,128.86,3,0
294,10.0,0,0,9.0,2,1,2.0,3.0,3,1,0,5.0,0,15.0,0.0,1.0,4.0,120.97,3,0
295,2.0,1,0,9.0,1,1,3.0,4.0,0,2,0,2.0,0,18.0,1.0,1.0,3.0,219.35000000000002,2,0
296,10.0,1,0,14.0,0,0,3.0,4.0,3,3,0,6.0,0,16.0,0.0,1.0,1.0,125.46000000000001,3,1
297,10.0,1,1,14.0,0,1,2.0,4.0,3,1,2,2.0,0,12.0,1.0,1.0,0.0,125.63999999999999,3,1
298,3.0,0,2,28.0,4,0,3.0,3.0,0,4,0,1.0,0,11.0,2.0,6.0,8.0,184.12,0,0
299,30.0,1,2,35.0,3,1,2.0,4.0,1,1,1,4.0,0,12.0,0.0,2.0,0.0,241.18,2,0
300,23.0,1,0,35.0,2,1,2.0,4.0,1,2,0,1.0,0,15.0,1.0,6.0,7.0,270.46,2,0
301,3.0,0,0,14.0,1,0,2.0,3.0,3,1,2,1.0,0,14.0,3.5,6.0,7.0,125.63999999999999,0,0
302,30.0,0,2,34.0,3,0,3.0,4.0,0,4,0,5.0,0,19.0,3.5,6.0,11.0,202.66,0,0
303,20.0,1,0,8.0,1,0,3.0,3.0,2,1,1,6.0,0,13.0,0.0,1.0,4.0,150.7,3,0
304,19.0,1,0,8.0,2,1,2.0,3.0,1,2,0,7.0,0,13.0,1.0,1.0,1.0,272.32625,2,0
305,8.0,1,0,28.0,2,1,2.0,5.0,3,2,2,1.0,0,15.0,2.0,4.0,3.0,142.3,1,0
306,27.0,1,0,14.0,2,0,2.0,3.0,2,2,2,8.0,0,11.0,1.0,1.0,0.0,137.8,3,0
307,7.0,1,0,8.0,2,1,3.0,4.0,3,2,1,4.0,0,12.0,3.5,5.0,7.0,127.68,0,0
308,19.0,1,2,16.0,3,0,3.0,4.0,0,1,0,3.0,1,19.0,1.0,1.0,2.0,190.71,2,0
309,4.0,1,0,15.0,2,1,2.0,3.0,0,3,1,2.0,0,25.0,1.0,1.0,8.0,206.48000000000002,3,0
310,10.0,1,0,21.0,1,1,2.0,3.0,0,2,0,8.0,1,12.0,0.0,2.0,7.0,236.10000000000002,2,1
311,10.0,1,0,16.0,1,1,2.0,5.0,3,1,1,8.0,0,13.0,0.0,1.0,3.0,134.08,3,1
312,3.0,1,2,13.0,3,1,3.0,3.0,3,3,2,1.0,0,14.0,1.0,1.0,2.0,129.83,3,0
313,8.0,1,0,22.0,2,1,3.0,3.0,0,2,0,5.0,1,12.0,0.0,1.0,0.0,176.32,3,0
314,10.0,0,0,26.0,2,1,3.0,3.0,0,2,0,4.0,0,12.0,1.0,1.0,0.0,198.24,2,1
315,10.0,0,1,29.0,4,0,2.0,3.0,0,4,1,10.0,1,15.0,1.0,1.0,2.0,199.5,2,1
316,10.0,0,0,11.0,4,1,3.0,3.0,3,2,0,5.0,0,17.0,2.0,2.0,0.0,120.93,3,0
317,9.0,0,2,16.0,1,1,2.0,3.0,0,1,2,2.0,0,14.0,1.0,6.0,7.0,199.8,0,0
318,10.0,0,0,10.0,0,1,2.0,4.0,3,2,2,6.0,0,16.0,1.0,1.0,2.0,138.94,3,1
319,21.0,1,2,8.0,3,0,2.0,3.0,2,1,0,3.0,0,14.0,3.5,6.0,7.0,140.51,0,0
320,28.0,1,2,24.0,2,0,2.0,3.0,1,3,2,4.0,0,23.0,1.0,6.0,7.0,268.35,2,0
321,14.0,0,2,16.0,2,1,2.0,3.0,2,1,2,8.0,0,14.0,0.0,1.0,10.0,162.3,3,0
322,8.0,1,2,6.0,3,1,2.0,3.0,2,2,0,10.0,0,11.0,3.0,6.0,9.0,147.17,0,0
323,13.0,1,0,12.0,2,0,3.0,3.0,1,2,2,8.0,0,15.0,3.5,2.0,13.0,232.37,2,0
324,12.0,0,0,14.0,2,0,2.0,3.0,3,2,0,2.0,0,11.0,0.0,1.0,7.0,137.55,3,0
325,4.0,1,2,8.0,2,1,3.0,3.0,2,1,2,5.0,1,13.0,1.0,1.0,5.0,165.82,3,0
326,15.0,1,0,30.0,1,1,2.0,3.0,0,4,0,2.0,1,21.0,3.5,5.0,8.0,174.06,0,0
327,18.0,1,2,8.0,4,1,3.0,3.0,2,3,0,1.0,0,19.0,3.0,3.0,7.0,148.05,0,0
328,10.0,0,1,23.0,2,0,3.0,3.0,3,2,1,1.0,1,11.0,0.0,1.0,0.0,127.41,3,1
329,2.0,1,0,25.0,0,1,2.0,3.0,2,1,1,5.0,0,12.0,0.0,1.0,2.0,142.62,3,0
330,6.0,1,0,6.0,1,0,3.0,2.0,1,2,1,5.0,0,19.0,1.0,1.0,5.0,261.84,2,0
331,10.0,1,2,13.0,2,1,2.0,4.0,0,1,1,10.0,0,21.0,1.0,1.0,3.0,215.57,2,0
332,10.0,0,2,11.0,3,1,3.0,3.0,3,3,2,2.0,1,14.0,1.0,1.0,0.0,118.78,3,1
333,13.0,0,2,34.0,4,1,2.0,5.0,0,4,1,4.0,0,15.0,1.0,1.0,3.0,209.32,2,0
334,14.0,0,0,8.0,4,0,3.0,4.0,2,2,2,3.0,1,17.0,0.0,1.0,7.0,168.11,3,0
335,10.0,1,2,35.0,1,1,2.0,3.0,2,2,1,6.0,0,12.0,1.0,1.0,0.0,143.06,3,0
336,8.0,1,2,6.0,1,0,3.0,3.0,2,2,2,2.0,0,16.0,0.0,1.0,3.0,148.59,3,0
337,7.0,1,2,27.0,2,1,3.0,2.0,2,1,2,2.0,0,12.0,3.5,5.0,7.0,153.37,0,0
338,10.0,1,0,14.0,0,1,3.0,5.0,3,1,2,2.0,1,18.0,1.0,1.0,0.0,123.4,1,1
339,10.0,1,0,6.0,0,0,2.0,3.0,0,1,2,5.0,0,17.0,1.0,1.0,2.0,174.91,3,0
340,19.0,0,0,24.0,1,0,2.0,3.0,0,2,0,6.0,0,11.0,1.0,1.0,2.0,205.27,2,0
341,14.0,1,2,8.0,2,0,3.0,3.0,1,4,0,8.0,0,16.0,1.0,6.0,8.0,265.95,2,0
342,10.0,0,2,15.0,1,1,3.0,3.0,0,3,1,2.0,0,13.0,3.5,6.0,7.0,188.34,0,0
343,25.0,1,0,12.0,0,1,3.0,3.0,2,4,1,4.0,1,12.0,2.0,6.0,9.0,155.77,0,0
344,10.0,0,2,17.0,4,1,2.0,2.0,2,2,0,9.0,0,12.0,1.0,1.0,2.0,147.07,3,1
345,10.0,0,2,14.0,1,1,2.0,3.0,3,1,0,1.0,0,13.0,0.0,2.0,1.0,124.0,3,0
346,11.0,1,0,16.0,1,0,3.0,3.0,2,2,0,4.0,0,19.0,1.0,1.0,0.0,198.24,3,0
347,10.0,1,0,6.0,2,0,3.0,3.0,2,3,0,7.0,0,12.0,3.0,4.0,3.0,164.47,0,0
348,22.0,1,0,24.0,2,1,2.0,4.0,4,2,1,2.0,1,15.0,0.0,1.0,9.0,272.32625,2,0
349,10.0,1,0,29.0,1,1,3.0,2.0,3,1,0,2.0,1,11.0,0.0,1.0,4.0,127.25,3,0
350,10.0,1,2,34.0,3,1,3.0,3.0,2,3,0,2.0,0,20.0,1.0,1.0,4.0,162.72,3,0
351,10.0,1,0,23.0,4,1,3.0,4.0,3,3,0,2.0,0,21.0,1.0,1.0,0.0,121.27000000000001,1,0
352,23.0,0,1,9.0,1,1,2.0,3.0,4,3,0,2.0,0,11.0,1.0,6.0,7.0,272.32625,0,0
353,10.0,1,2,19.0,1,1,2.0,3.0,3,2,0,2.0,0,11.0,1.0,1.0,6.0,120.96000000000001,3,0
354,10.0,0,0,13.0,2,0,3.0,3.0,3,2,0,2.0,1,16.0,0.0,1.0,2.0,128.86,3,1
355,10.0,0,2,18.0,2,1,3.0,4.0,3,4,0,2.0,0,18.0,1.0,1.0,0.0,120.33000000000001,3,1
356,7.0,1,0,6.0,2,1,2.0,4.0,3,1,0,2.0,1,13.0,0.0,1.0,3.0,136.22,3,0
357,10.0,1,2,19.0,1,1,2.0,3.0,2,4,1,3.0,0,17.0,0.0,1.0,2.0,142.33,3,1
358,8.0,1,0,31.0,4,1,2.0,4.0,2,1,2,5.0,0,14.0,0.0,1.0,2.0,136.81,3,0
359,4.0,1,2,12.0,1,1,3.0,2.0,2,1,1,5.0,0,22.0,3.0,5.0,7.0,154.6,0,0
360,10.0,1,0,12.0,1,0,3.0,4.0,3,2,1,1.0,0,12.0,1.0,1.0,3.0,121.87,3,0
361,10.0,1,2,8.0,3,1,3.0,3.0,2,2,0,5.0,1,11.0,0.0,1.0,0.0,196.02,3,0
362,10.0,1,0,6.0,2,0,3.0,4.0,3,3,2,2.0,0,13.0,1.0,1.0,0.0,128.36,3,0
363,15.0,1,0,8.0,2,0,2.0,3.0,2,1,0,2.0,0,13.0,2.0,2.0,2.0,140.89,3,0
364,16.0,1,0,12.0,4,1,2.0,4.0,1,1,1,5.0,1,14.0,1.0,1.0,0.0,266.27,2,0
365,11.0,1,0,14.0,2,0,2.0,3.0,3,4,2,4.0,0,17.0,1.0,1.0,0.0,126.19,3,0
366,16.0,0,0,15.0,1,1,3.0,3.0,2,2,1,4.0,1,13.0,2.0,4.0,7.0,156.79,0,0
367,21.0,1,0,6.0,2,0,2.0,4.0,1,4,0,8.0,0,11.0,0.0,2.0,2.0,254.01999999999998,2,0
368,17.0,1,1,6.0,2,0,2.0,4.0,2,2,2,5.0,0,11.0,1.0,1.0,2.0,159.85,3,0
369,7.0,1,2,14.0,0,0,2.0,3.0,3,2,1,2.0,1,18.0,1.0,1.0,6.0,125.78999999999999,3,0
370,10.0,1,2,8.0,3,1,3.0,3.0,3,4,1,1.0,0,11.0,0.0,1.0,2.0,130.41,3,1
371,10.0,1,2,28.0,0,1,2.0,3.0,3,2,2,2.0,0,11.0,1.0,1.0,2.0,134.47,3,0
372,17.0,1,0,9.0,4,1,2.0,3.0,4,1,0,5.0,1,15.0,1.0,1.0,1.0,272.32625,2,0
373,10.0,1,0,12.0,1,1,3.0,3.0,3,2,0,1.0,0,20.0,2.0,2.0,2.0,127.72999999999999,3,0
374,6.0,1,2,14.0,3,1,2.0,3.0,2,2,1,1.0,0,12.0,1.0,1.0,2.0,171.04,3,0
375,5.0,1,0,15.0,2,0,3.0,3.0,2,1,0,2.0,1,12.0,1.0,1.0,5.0,163.22,3,0
376,10.0,0,0,9.0,1,0,3.0,3.0,3,2,1,2.0,0,20.0,1.0,1.0,0.0,120.83000000000001,3,0
377,26.0,1,2,6.0,1,0,2.0,3.0,2,4,2,8.0,0,20.0,3.5,6.0,10.0,183.81,0,0
378,7.0,1,0,6.0,2,1,3.0,3.0,3,1,0,2.0,0,12.0,3.5,6.0,8.0,126.91,0,0
379,8.0,0,2,32.0,2,0,3.0,3.0,2,4,0,3.0,0,14.0,0.0,1.0,0.0,142.86,3,1
380,10.0,1,0,12.0,2,0,3.0,3.0,3,1,0,2.0,1,13.0,0.0,1.0,2.0,126.59,3,0
381,10.0,1,0,9.0,4,1,2.0,3.0,0,2,0,2.0,0,15.0,3.5,6.0,8.0,194.34,0,0
382,2.0,1,2,9.0,1,0,3.0,3.0,2,2,0,2.0,0,14.0,0.0,1.0,2.0,155.61,3,0
383,8.0,1,0,12.0,2,1,2.0,5.0,2,1,2,2.0,0,13.0,3.5,6.0,8.0,166.46,0,0
384,6.0,0,0,12.0,2,1,1.0,3.0,2,1,1,4.0,0,23.0,3.5,4.0,7.0,177.25,0,0
385,27.0,1,1,25.0,1,1,2.0,3.0,0,3,0,3.0,0,15.0,3.0,6.0,1.0,207.25,0,0
386,9.0,1,0,15.0,1,1,2.0,4.0,2,3,1,3.0,1,11.0,1.0,1.0,2.0,188.47,3,0
387,10.0,1,0,9.0,1,1,2.0,4.0,3,1,2,1.0,0,13.0,0.0,1.0,1.0,120.44999999999999,3,0
388,10.0,1,0,16.0,1,1,2.0,3.0,3,2,2,2.0,1,11.0,0.0,1.0,1.0,110.09,3,1
389,10.0,0,0,9.0,2,1,3.0,3.0,3,4,2,2.0,1,11.0,3.5,6.0,7.0,133.48,0,1
390,10.0,0,0,9.0,2,1,2.0,4.0,3,2,0,2.0,0,18.0,1.0,1.0,0.0,112.81,3,0
391,10.0,1,0,10.0,1,1,3.0,2.0,3,4,0,3.0,0,16.0,0.0,1.0,2.0,128.19,3,0
392,10.0,1,2,14.0,2,1,2.0,2.0,2,3,0,1.0,0,22.0,0.0,1.0,2.0,148.51,3,0
393,11.0,1,2,13.0,3,0,2.0,4.0,2,1,2,1.0,0,20.0,1.0,1.0,5.0,140.28,3,0
394,2.0,0,0,6.0,2,1,3.0,5.0,3,1,1,2.0,0,18.0,2.0,2.0,8.0,127.19999999999999,1,0
395,21.0,1,2,8.0,3,1,2.0,2.0,2,3,0,4.0,0,12.0,2.0,2.0,2.0,181.2,3,0
396,10.0,0,2,9.0,1,0,3.0,2.0,2,1,1,2.0,1,20.0,1.0,1.0,4.0,146.47,3,0
397,10.0,1,0,16.0,2,1,3.0,2.0,3,1,2,4.0,0,17.0,1.0,1.0,0.0,146.8,3,0
398,23.0,1,0,34.0,1,1,3.0,2.0,3,2,0,2.0,1,11.0,3.0,3.0,8.0,132.21,0,0
399,7.0,1,0,15.0,1,0,2.0,4.0,0,3,2,2.0,0,14.0,3.5,6.0,7.0,186.21,0,0
400,10.0,1,2,9.0,2,0,3.0,3.0,2,2,2,10.0,0,14.0,1.0,2.0,0.0,145.77,3,1
401,12.0,1,0,8.0,0,0,3.0,4.0,2,2,2,2.0,0,11.0,2.0,6.0,10.0,145.53,0,0
402,5.0,1,2,16.0,3,1,2.0,3.0,2,1,2,2.0,0,12.0,0.0,1.0,8.0,153.96,3,0
403,13.0,0,2,14.0,0,1,2.0,3.0,2,2,0,4.0,1,14.0,1.0,1.0,3.0,167.96,3,1
404,11.0,1,0,6.0,2,0,2.0,2.0,2,1,2,1.0,0,13.0,1.0,1.0,8.0,176.25,3,0
405,10.0,1,0,6.0,2,0,3.0,3.0,0,4,0,2.0,0,11.0,1.0,1.0,7.0,174.12,2,0
406,5.0,1,0,9.0,2,0,2.0,3.0,0,1,2,4.0,0,15.0,3.0,6.0,3.0,211.58999999999997,0,0
407,20.0,1,2,20.0,3,1,2.0,3.0,2,4,2,3.0,0,12.0,0.0,1.0,7.0,149.6,3,0
408,13.0,0,2,11.0,2,1,2.0,4.0,0,4,0,6.0,1,21.0,0.0,1.0,12.0,204.75,2,0
409,26.0,1,0,13.0,2,1,2.0,2.0,1,2,0,4.0,0,19.0,0.0,2.0,3.0,248.14,2,0
410,14.0,1,1,16.0,4,1,3.0,4.0,4,1,1,4.0,0,15.0,1.0,6.0,6.0,272.32625,0,0
411,30.0,1,2,22.0,3,1,2.0,3.0,2,4,2,9.0,0,14.0,1.0,2.0,2.0,154.05,2,0
412,10.0,0,0,16.0,2,1,2.0,3.0,0,4,1,2.0,0,21.0,1.0,1.0,7.0,187.93,3,0
413,14.0,1,1,6.0,4,1,2.0,4.0,4,2,0,2.0,0,12.0,1.0,2.0,10.0,272.32625,2,0
414,23.0,1,2,14.0,3,1,2.0,3.0,3,3,0,8.0,0,15.0,1.0,2.0,2.0,138.75,3,0
415,10.0,1,0,6.0,2,0,3.0,5.0,3,3,2,8.0,1,13.0,1.0,3.0,7.0,122.16,1,1
416,9.0,0,0,14.0,2,0,3.0,2.0,0,4,0,10.0,0,14.0,0.0,1.0,3.0,217.13,2,0
417,11.0,1,0,6.0,2,0,2.0,3.0,0,2,2,5.0,1,14.0,0.0,1.0,0.0,178.61,3,0
418,17.0,0,0,30.0,1,1,2.0,5.0,3,2,2,3.0,0,14.0,0.0,1.0,4.0,137.08,3,0
419,20.0,0,2,9.0,1,0,2.0,3.0,1,2,1,10.0,1,12.0,3.5,2.0,13.0,237.7,2,0
420,3.0,1,2,33.0,3,1,2.0,3.0,2,1,1,8.0,0,23.0,3.5,6.0,7.0,153.04,0,0
421,2.0,1,2,14.0,2,1,2.0,3.0,3,2,2,2.0,0,11.0,0.0,1.0,0.0,126.41999999999999,3,0
422,5.0,0,0,25.0,1,1,3.0,2.0,3,2,1,7.0,1,12.0,2.0,2.0,2.0,127.59,3,1
423,16.0,0,2,21.0,2,1,2.0,4.0,2,1,0,4.0,0,18.0,0.0,2.0,2.0,168.04,3,0
424,7.0,1,0,14.0,1,0,3.0,3.0,2,2,2,4.0,0,11.0,1.0,4.0,3.0,161.42,3,0
425,10.0,1,0,14.0,1,1,2.0,3.0,3,4,0,2.0,0,14.0,0.0,1.0,2.0,125.0,3,0
426,12.0,1,1,9.0,4,0,2.0,2.0,2,3,0,10.0,0,15.0,3.0,3.0,6.0,163.89,2,0
427,29.0,1,0,15.0,1,1,2.0,3.0,1,1,0,8.0,0,11.0,0.0,1.0,3.0,211.02999999999997,2,0
428,13.0,1,0,14.0,1,0,2.0,4.0,3,1,2,1.0,1,20.0,2.0,2.0,3.0,123.41999999999999,3,0
429,10.0,1,0,13.0,1,0,2.0,4.0,2,4,2,9.0,0,19.0,1.0,1.0,7.0,168.11,3,0
430,10.0,1,2,16.0,3,1,2.0,3.0,3,3,1,2.0,0,14.0,0.0,2.0,2.0,122.97,3,0
431,26.0,1,0,14.0,2,1,2.0,3.0,2,1,2,3.0,0,17.0,1.0,2.0,2.0,124.5,3,0
432,8.0,0,0,8.0,2,0,3.0,3.0,2,4,1,3.0,0,11.0,0.0,1.0,0.0,150.93,3,0
433,5.0,0,0,30.0,2,1,3.0,3.0,2,1,0,2.0,0,15.0,2.0,4.0,7.0,153.09,0,0
434,11.0,1,0,8.0,1,1,3.0,3.0,3,2,0,7.0,1,13.0,0.0,1.0,1.0,130.57,3,0
435,7.0,1,0,14.0,2,0,2.0,3.0,2,4,1,4.0,0,14.0,1.0,1.0,0.0,151.21,3,0
436,25.0,1,2,9.0,3,1,2.0,4.0,1,4,0,2.0,0,11.0,1.0,1.0,14.5,268.56,2,0
